fid_1,bezeichnun,gis_id,elem_nr,datum,bildpfad,pgr_m,pgr_a,zw_pgr_m,zw_pgr_a,aun,twgeb,twrio,twsub,gw,kreuz,spt,ris,efli,afli,obs,ausbr,onf,zw_spt,zw_aun,zw_ris,zw_efli,zw_afli,zw_obs,lqrl,lqrp,eksl,eksp,btef,btep,sff,zw_btef,zw_btep,zw_lqrl,zw_lqrp,zw_eksl,zw_eksp,vnk,nnk,lage,fs,vst,bst,od_fs,zk,material,bauw,ausb
2407,Fahrbahn,Fl_20150413_2407,46530042_46530031.02,2015/4/13,Los1\Bilddaten\28107\31.jpg,7.69,1.9175,2.42,2.72,0,2.72,2.47,2.53,2.72,M,10.27476657,5,5,0,0,0,0,2.64,0,2.07,1.83,1,1,,,,,,,0,,,,,,,,,,,0,0,0,4,2,,
2441,Fahrbahn,Fl_20150413_2441,46530038_46530042.02,2015/4/13,Los1\Bilddaten\28107\9.jpg,10.76,3.2152,3.19,4.22,0,4.22,3.19,3.45,4.22,Ku,10.87792487,5,25,0,1,0,0,2.75,0,2.07,3.5,1,1.5,,,,,,,0,,,,,,,,,,,0,0,0,7,2,,
4814,Fahrbahn,Fl_20150413_4814,46530038_46530042.02,2015/4/13,Los1\Bilddaten\28108\18.jpg,11.14,2.704651163,3.29,3.7,0,3.7,3.11,3.26,3.7,Ku,12.39284915,10,10,0,0,0,0,3.03,0,2.79,2.25,1,1,,,,,,,0,,,,,,,,,,,0,0,0,6,2,,
4821,Fahrbahn,Fl_20150413_4821,46530042_46530031.02,2015/4/13,Los1\Bilddaten\28108\2.jpg,9.44,2.722835821,2.86,3.72,0,3.72,2.85,3.07,3.72,Ku,12.6255477,10,0,0,0,0,0,3.07,0,2.79,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,6,2,,
4813,Fahrbahn,Fl_20150413_4813,46530038_46530042.02,2015/4/13,Los1\Bilddaten\28108\24.jpg,9.57,2.443286713,2.89,3.42,0,3.42,1.88,2.26,3.42,M,11.06133656,0,10,0,0,0,0,2.78,0,1,2.25,1,1,,,,,,,0,,,,,,,,,,,0,0,0,5,2,,
4812,Fahrbahn,Fl_20150413_4812,46530038_46530042.02,2015/4/13,Los1\Bilddaten\28108\30.jpg,8.52,2.83,2.63,3.83,0,3.83,2.95,3.17,3.83,Ku,10.47364867,5,20,0,0,0,0,2.68,0,2.07,3.08,1,1,,,,,,,0,,,,,,,,,,,0,0,0,6,2,,
4816,Fahrbahn,Fl_20150413_4816,46530038_46530042.02,2015/4/13,Los1\Bilddaten\28108\7.jpg,8.61,3.113506494,2.65,4.11,0,4.11,3.19,3.42,4.11,Ku,13.26846576,5,25,0,1,0,0,3.19,0,2.07,3.5,1,1.5,,,,,,,0,,,,,,,,,,,0,0,0,7,2,,
4809,Fahrbahn,Fl_20150413_4809,46520022_46530038.01,2015/4/13,Los1\Bilddaten\28109\14.jpg,8.55,3.395765766,2.64,4.4,0,4.4,3.11,3.43,4.4,Ku,12.68592523,10,0,0,10,0,0,3.08,0,2.79,1,1,2.25,,,,,,,0,,,,,,,,,,,0,0,0,7,2,,
4807,Fahrbahn,Fl_20150413_4807,46520022_46530038.01,2015/4/13,Los1\Bilddaten\28109\28.jpg,8.67,2.617272727,2.67,3.62,0,3.62,1.99,2.4,3.62,Ku,13.25491634,1,5,0,0,0,0,3.18,0,1.5,1.83,1,1,,,,,,,0,,,,,,,,,,,0,0,0,6,2,,
4806,Fahrbahn,Fl_20150413_4806,46520022_46530038.01,2015/4/13,Los1\Bilddaten\28109\37.jpg,5.98,2.229722222,2,3.14,0,3.14,2.65,2.77,3.14,M,11.78317631,1,20,0,0,0,0,2.92,0,1.5,3.08,1,1,,,,,,,0,,,,,,,,,,,0,0,0,5,2,,
4783,Fahrbahn,Fl_20150413_4783,46520014_46520022.02,2015/4/13,Los1\Bilddaten\28110\25.jpg,0.89,0.195,1.11,1.1,0,2.68,2.47,2.52,2.68,M,10.48723192,5,5,0,0,0,0,2.68,0,2.07,1.83,1,1,,,,,,,0,,,,,,,,,,,0,0,0,4,2,,
4782,Fahrbahn,Fl_20150413_4782,46520014_46520022.02,2015/4/13,Los1\Bilddaten\28110\30.jpg,1.88,0.610666667,1.24,1.31,0,2.4,2.47,2.45,2.45,M,8.961735977,5,5,0,0,0,0,2.4,0,2.07,1.83,1,1,,,,,,,0,,,,,,,,,,,0,0,0,3,2,,
4781,Fahrbahn,Fl_20150413_4781,46520014_46520022.02,2015/4/13,Los1\Bilddaten\28110\35.jpg,3.13,1.354,1.39,1.97,0,2.5,2.85,2.76,2.76,M,9.509734843,10,0,0,0,0,0,2.5,0,2.79,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,4,2,,
4780,Fahrbahn,Fl_20150413_4780,46520014_46520022.02,2015/4/13,Los1\Bilddaten\28110\40.jpg,4.15,1.539375,1.54,2.22,0,2.63,1.61,1.86,2.63,M,10.21882156,1,0,0,0,0,0,2.63,0,1.5,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,4,2,,
4776,Fahrbahn,Fl_20150413_4776,46520014_46520022.02,2015/4/13,Los1\Bilddaten\28110\60.jpg,4.05,1.371818182,1.51,2,0,2.77,2.85,2.83,2.83,M,11.01151327,10,0,0,0,0,0,2.77,0,2.79,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,4,2,,
4775,Fahrbahn,Fl_20150413_4775,46520014_46520022.02,2015/4/13,Los1\Bilddaten\28110\66.jpg,5.48,2.125348837,1.87,3,0,3,1.83,2.12,3,M,11.11061289,1,1,0,0,0,0,2.79,0,1.5,1.5,1,1,,,,,,,0,,,,,,,,,,,0,0,0,5,2,,
4786,Fahrbahn,Fl_20150413_4786,46520014_46520022.02,2015/4/13,Los1\Bilddaten\28110\7.jpg,8.25,3.131714286,2.56,4.13,0,4.56,3.25,3.58,4.56,U,25.55579915,5,30,0,0,0,0,4.56,0,2.07,3.83,1,1,,,,,,,0,,,,,,,,,,,0,0,0,8,2,,
4818,Fahrbahn,Fl_20150413_4818,46520024_46520014.02,2015/4/13,Los1\Bilddaten\28111\14.jpg,8.93,3.598695652,2.73,4.6,0,4.6,3.12,3.49,4.6,U,17.88847063,5,25,0,0,0,0,3.79,0,2.07,3.5,1,1,,,,,,,0,,,,,,,,,,,0,0,0,8,2,,
4817,Fahrbahn,Fl_20150413_4817,46520024_46520014.02,2015/4/13,Los1\Bilddaten\28111\21.jpg,13.36,3.538518519,3.84,4.54,0,4.54,3.7,3.91,4.54,U,15.38702232,5,50,0,0,0,0,3.54,0,2.07,5,1,1,,,,,,,0,,,,,,,,,,,0,0,0,8,2,,
4774,Fahrbahn,Fl_20150413_4774,46520039_46520024.01,2015/4/13,Los1\Bilddaten\28111\27.jpg,11.69,4,3.42,5,0,5,1,2,5,U,15.26469534,0,0,0,0,0,0,3.53,0,1,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,8,2,,
4819,Fahrbahn,Fl_20150413_4819,46520024_46520014.02,2015/4/13,Los1\Bilddaten\28111\6.jpg,9.36,2.892307692,2.84,3.89,0,3.89,3.12,3.31,3.89,Ku,13.84027084,5,25,0,0,0,0,3.29,0,2.07,3.5,1,1,,,,,,,0,,,,,,,,,,,0,0,0,6,2,,
4759,Fahrbahn,Fl_20150413_4759,46520028_46520039.01,2015/4/13,Los1\Bilddaten\28113\5.jpg,18.49,3.350454545,5,4.35,0,5,1.88,2.66,5,U,9.724446757,0,10,0,0,0,0,2.54,0,1,2.25,1,1,,,,,,,0,,,,,,,,,,,0,0,0,8,2,,
4771,Fahrbahn,Fl_20150413_4771,46520006_46520028.01,2015/4/13,Los1\Bilddaten\28114\17.jpg,6.3,2.481692308,2.08,3.48,0,3.55,1.58,2.07,3.55,Ku,15.53560012,0,0,0,5,0,0,3.55,0,1,1,1,1.83,,,,,,,0,,,,,,,,,,,0,0,0,6,2,,
4770,Fahrbahn,Fl_20150413_4770,46520006_46520028.01,2015/4/13,Los1\Bilddaten\28114\22.jpg,10.93,3.769393939,3.23,4.77,0,4.77,1,1.94,4.77,U,11.32410139,0,0,0,0,0,0,2.83,0,1,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,8,2,,
2410,Fahrbahn,Fl_20150413_2410,46530042_46530031.02,2015/4/13,Los1\Bilddaten\28115\14.jpg,8.86,2.22525,2.72,3.13,0,3.13,1.88,2.19,3.13,M,8.355648563,0,0,0,10,0,0,2.29,0,1,1,1,2.25,,,,,,,0,,,,,,,,,,,0,0,0,5,2,,
2408,Fahrbahn,Fl_20150413_2408,46530042_46530031.02,2015/4/13,Los1\Bilddaten\28115\2.jpg,8.7,2.802959184,2.68,3.8,0,3.8,1,1.7,3.8,Ku,12.69688976,0,0,0,0,0,0,3.08,0,1,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,6,2,,
2411,Fahrbahn,Fl_20150413_2411,46530042_46530031.02,2015/4/13,Los1\Bilddaten\28115\20.jpg,7.3,3.049296875,2.33,4.05,0,4.05,1.58,2.2,4.05,Ku,9.110896035,0,0,0,5,0,0,2.43,0,1,1,1,1.83,,,,,,,0,,,,,,,,,,,0,0,0,7,2,,
2412,Fahrbahn,Fl_20150413_2412,46530042_46530031.02,2015/4/13,Los1\Bilddaten\28115\26.jpg,7.58,2.254597701,2.4,3.17,0,3.17,1,1.54,3.17,Lu,9.675942223,0,0,0,0,0,0,2.53,0,1,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,5,2,,
2413,Fahrbahn,Fl_20150413_2413,46530042_46530031.02,2015/4/13,Los1\Bilddaten\28115\32.jpg,9.9,3.226866667,2.98,4.23,0,4.23,1.88,2.46,4.23,Ku,10.56187293,0,0,0,10,0,0,2.69,0,1,1,1,2.25,,,,,,,0,,,,,,,,,,,0,0,0,7,2,,
2414,Fahrbahn,Fl_20150413_2414,46530042_46530031.02,2015/4/13,Los1\Bilddaten\28115\38.jpg,19.97,3.094827586,5,4.09,0,5,3.1,3.57,5,U,10.72465782,5,5,0,20,0,0,2.72,0,2.07,1.83,1,3.08,,,,,,,0,,,,,,,,,,,0,0,0,8,2,,
2415,Fahrbahn,Fl_20150413_2415,46530042_46530031.02,2015/4/13,Los1\Bilddaten\28115\44.jpg,8.18,2.865485714,2.55,3.87,0,3.87,3.1,3.29,3.87,Ku,10.37575016,5,5,0,20,0,0,2.66,0,2.07,1.83,1,3.08,,,,,,,0,,,,,,,,,,,0,0,0,6,2,,
2418,Fahrbahn,Fl_20150413_2418,46530042_46530031.02,2015/4/13,Los1\Bilddaten\28115\61.jpg,11.16,2.85739726,3.29,3.86,0,3.86,2.16,2.58,3.86,Ku,11.09975289,0,0,0,15,0,0,2.79,0,1,1,1,2.67,,,,,,,0,,,,,,,,,,,0,0,0,6,2,,
2419,Fahrbahn,Fl_20150413_2419,46530042_46530031.02,2015/4/13,Los1\Bilddaten\28115\67.jpg,11.11,3.234573171,3.28,4.23,0,4.23,2.44,2.89,4.23,Ku,9.655631653,1,0,0,15,0,0,2.53,0,1.5,1,1,2.67,,,,,,,0,,,,,,,,,,,0,0,0,7,2,,
2421,Fahrbahn,Fl_20150413_2421,46530042_46530031.02,2015/4/13,Los1\Bilddaten\28115\79.jpg,6.1,2.696329114,2.03,3.7,0,3.7,4.27,4.12,4.12,V,12.65331454,15,50,0,10,0,0,3.07,0,3.5,5,1,2.25,,,,,,,0,,,,,,,,,,,0,0,0,7,2,,
2409,Fahrbahn,Fl_20150413_2409,46530042_46530031.02,2015/4/13,Los1\Bilddaten\28115\8.jpg,15.17,3.403333333,4.29,4.4,0,4.4,2.85,3.24,4.4,Ku,13.64291326,10,0,0,0,0,0,3.25,0,2.79,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,7,2,,
2422,Fahrbahn,Fl_20150413_2422,46530031_46530023.01,2015/4/13,Los1\Bilddaten\28116\2.jpg,7.73,2.770679612,2.43,3.77,0,3.77,3.12,3.28,3.77,Ku,10.72864676,5,25,0,0,0,0,2.72,0,2.07,3.5,1,1,,,,,,,0,,,,,,,,,,,0,0,0,6,2,,
2426,Fahrbahn,Fl_20150413_2426,46530031_46530023.01,2015/4/13,Los1\Bilddaten\28116\25.jpg,7.5,2.714421053,2.38,3.71,0,3.71,2.42,2.75,3.71,Ku,12.7232695,0,20,0,0,0,0,3.09,0,1,3.08,1,1,,,,,,,0,,,,,,,,,,,0,0,0,6,2,,
2436,Fahrbahn,Fl_20150413_2436,46530023_46530028.01,2015/4/13,Los1\Bilddaten\28117\17.jpg,6.49,2.09021978,2.12,2.95,0,2.95,2.22,2.4,2.95,M,10.14212784,5,0,0,0,0,0,2.62,0,2.07,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,4,2,,
2434,Fahrbahn,Fl_20150413_2434,46530023_46530028.01,2015/4/13,Los1\Bilddaten\28117\3.jpg,19.02,4.54325,5,5,0,5,2.47,3.1,5,U,9.763088572,5,5,0,0,0,0,2.55,0,2.07,1.83,1,1,,,,,,,0,,,,,,,,,,,0,0,0,8,2,,
2438,Fahrbahn,Fl_20150413_2438,46530023_46530028.01,2015/4/13,Los1\Bilddaten\28117\34.jpg,17.97,7.095675676,4.99,5,0,5,3.72,4.04,5,U,14.37441717,10,30,0,10,0,0,3.39,0,2.79,3.83,1,2.25,,,,,,,0,,,,,,,,,,,0,0,0,8,2,,
2435,Fahrbahn,Fl_20150413_2435,46530023_46530028.01,2015/4/13,Los1\Bilddaten\28117\9.jpg,11.29,4.601018519,3.32,5,0,5,2.47,3.1,5,U,10.97194596,5,5,0,0,0,0,2.77,0,2.07,1.83,1,1,,,,,,,0,,,,,,,,,,,0,0,0,8,2,,
2427,Fahrbahn,Fl_20150413_2427,46530028_46530005.01,2015/4/13,Los1\Bilddaten\28118\1.jpg,12.16,3.472588235,3.54,4.47,0,4.47,3.61,3.82,4.47,V,13.09115742,5,40,0,5,0,0,3.15,0,2.07,4.5,1,1.83,,,,,,,0,,,,,,,,,,,0,0,0,7,2,,
2429,Fahrbahn,Fl_20150413_2429,46530028_46530005.01,2015/4/13,Los1\Bilddaten\28118\15.jpg,11.36,3.462083333,3.34,4.46,0,4.46,1,1.87,4.46,Ku,9.570385202,0,0,0,0,0,0,2.51,0,1,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,7,2,,
2428,Fahrbahn,Fl_20150413_2428,46530028_46530005.01,2015/4/13,Los1\Bilddaten\28118\8.jpg,9.32,3.241538462,2.83,4.24,0,4.24,1.58,2.25,4.24,Ku,9.170571274,0,5,0,0,0,0,2.44,0,1,1.83,1,1,,,,,,,0,,,,,,,,,,,0,0,0,7,2,,
4797,Fahrbahn,Fl_20150413_4797,46530028_46530005.01,2015/4/13,Los1\Bilddaten\28119\15.jpg,7.93,2.1795,2.48,3.07,0,3.07,2.22,2.43,3.07,M,11.35981929,5,0,0,0,0,0,2.84,0,2.07,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,5,2,,
4796,Fahrbahn,Fl_20150413_4796,46530028_46530005.01,2015/4/13,Los1\Bilddaten\28119\21.jpg,11.78,3.826283784,3.45,4.83,0,4.83,2.68,3.21,4.83,U,14.86556779,5,5,0,5,0,0,3.48,0,2.07,1.83,1,1.83,,,,,,,0,,,,,,,,,,,0,0,0,8,2,,
4795,Fahrbahn,Fl_20150413_4795,46530028_46530005.01,2015/4/13,Los1\Bilddaten\28119\27.jpg,10.9,2.925213675,3.23,3.93,0,3.93,2.47,2.83,3.93,Ku,11.69151155,5,5,0,0,0,0,2.9,0,2.07,1.83,1,1,,,,,,,0,,,,,,,,,,,0,0,0,6,2,,
4794,Fahrbahn,Fl_20150413_4794,46530028_46530005.01,2015/4/13,Los1\Bilddaten\28119\33.jpg,6.52,2.564256757,2.13,3.56,0,3.56,2.22,2.55,3.56,Ku,10.43383154,5,0,0,0,0,0,2.67,0,2.07,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,6,2,,
4801,Fahrbahn,Fl_20150413_4801,46530023_46530028.01,2015/4/13,Los1\Bilddaten\28120\23.jpg,17.28,3.707264151,4.82,4.71,0,4.82,3.36,3.73,4.82,U,14.09491228,15,0,0,0,0,0,3.34,0,3.5,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,8,2,,
4800,Fahrbahn,Fl_20150413_4800,46530023_46530028.01,2015/4/13,Los1\Bilddaten\28120\29.jpg,10.24,3.182608696,3.06,4.18,0,4.18,3.76,3.86,4.18,V,11.54466857,20,5,0,0,0,0,2.87,0,4,1.83,1,1,,,,,,,0,,,,,,,,,,,0,0,0,7,2,,
4790,Fahrbahn,Fl_20150413_4790,46530031_46530023.01,2015/4/13,Los1\Bilddaten\28121\13.jpg,19.03,5.963884892,5,5,0,5,4.35,4.51,5,U,14.77395157,30,10,0,5,0,0,3.46,0,5,2.25,1,1.83,,,,,,,0,,,,,,,,,,,0,0,0,8,2,,
4789,Fahrbahn,Fl_20150413_4789,46530031_46530023.01,2015/4/13,Los1\Bilddaten\28121\19.jpg,12.93,4.340927152,3.73,5,0,5,3.89,4.17,5,U,14.37186705,20,10,0,5,0,0,3.39,0,4,2.25,1,1.83,,,,,,,0,,,,,,,,,,,0,0,0,8,2,,
4792,Fahrbahn,Fl_20150413_4792,46530031_46530023.01,2015/4/13,Los1\Bilddaten\28121\2.jpg,16.08,5.188288288,4.52,5,0,5,4.56,4.67,5,U,15.56653683,25,50,0,5,0,0,3.56,0,4.5,5,1,1.83,,,,,,,0,,,,,,,,,,,0,0,0,8,2,,
4832,Fahrbahn,Fl_20150413_4832,46530042_46530031.02,2015/4/13,Los1\Bilddaten\28122\17.jpg,10.47,2.890816327,3.12,3.89,0,3.89,3.24,3.4,3.89,Ku,11.90141561,10,5,1,10,0,0,2.94,0,2.79,1.83,1.5,2.25,,,,,,,0,,,,,,,,,,,0,0,0,6,2,,
4831,Fahrbahn,Fl_20150413_4831,46530042_46530031.02,2015/4/13,Los1\Bilddaten\28122\22.jpg,11.61,2.999291339,3.4,4,0,4,3.34,3.5,4,Ku,13.4583675,10,15,0,5,0,0,3.22,0,2.79,2.67,1,1.83,,,,,,,0,,,,,,,,,,,0,0,0,6,2,,
4828,Fahrbahn,Fl_20150413_4828,46530042_46530031.02,2015/4/13,Los1\Bilddaten\28122\35.jpg,10.07,2.825851064,3.02,3.83,0,3.83,2.62,2.92,3.83,Ku,12.68640226,5,10,0,0,0,0,3.08,0,2.07,2.25,1,1,,,,,,,0,,,,,,,,,,,0,0,0,6,2,,
4827,Fahrbahn,Fl_20150413_4827,46530042_46530031.02,2015/4/13,Los1\Bilddaten\28122\40.jpg,10.84,2.90626087,3.21,3.91,0,3.91,1,1.73,3.91,Ku,11.32039733,0,0,0,0,0,0,2.83,0,1,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,6,2,,
4826,Fahrbahn,Fl_20150413_4826,46530042_46530031.02,2015/4/13,Los1\Bilddaten\28122\44.jpg,5.31,2.132201835,1.83,3.01,0,3.01,2.22,2.41,3.01,M,9.833044471,5,0,0,0,0,0,2.56,0,2.07,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,5,2,,
3484,Fahrbahn,Fl_20150413_3484,44530071_45530019.02,2015/4/13,Los1\Bilddaten\28123\12.jpg,1.59,0.249166667,1.2,1.12,0,3.63,1,1.66,3.63,Ku,16.27018721,0,0,0,0,0,0,3.63,0,1,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,6,2,,
3483,Fahrbahn,Fl_20150413_3483,44530071_45530019.02,2015/4/13,Los1\Bilddaten\28123\18.jpg,2.42,1.246111111,1.3,1.83,0,3.73,2.62,2.9,3.73,Ku,17.30377877,5,10,0,0,0,0,3.73,0,2.07,2.25,1,1,,,,,,,0,,,,,,,,,,,0,0,0,6,2,,
3485,Fahrbahn,Fl_20150413_3485,44530071_45530019.02,2015/4/13,Los1\Bilddaten\28123\6.jpg,5.94,2.427954545,1.99,3.4,0,3.4,3.11,3.18,3.4,M,14.45683518,10,10,0,0,0,0,3.4,0,2.79,2.25,1,1,,,,,,,0,,,,,,,,,,,0,0,0,5,2,,
3497,Fahrbahn,Fl_20150413_3497,45530019_45530034.02,2015/4/13,Los1\Bilddaten\28124\5.jpg,5.87,1.130909091,1.97,1.67,0,3.11,2.47,2.63,3.11,M,12.84018546,5,5,0,0,0,0,3.11,0,2.07,1.83,1,1,,,,,,,0,,,,,,,,,,,0,0,0,5,2,,
3487,Fahrbahn,Fl_20150413_3487,45530019_45530034.02,2015/4/13,Los1\Bilddaten\28124\56.jpg,18.52,4.352205882,5,5,0,5,2.95,3.47,5,U,10.51007051,5,20,0,0,0,0,2.68,0,2.07,3.08,1,1,,,,,,,0,,,,,,,,,,,0,0,0,8,2,,
3486,Fahrbahn,Fl_20150413_3486,45530019_45530034.02,2015/4/13,Los1\Bilddaten\28124\60.jpg,17.14,5.638518519,4.79,5,0,5,1.61,2.46,5,U,9.228669141,1,0,0,0,0,0,2.45,0,1.5,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,8,2,,
3526,Fahrbahn,Fl_20150413_3526,45530034_45530014.02,2015/4/13,Los1\Bilddaten\28125\10.jpg,5.68,1.606521739,1.92,2.31,0,3.49,1,1.62,3.49,Lu,14.97117267,0,0,0,0,0,0,3.49,0,1,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,5,2,,
3525,Fahrbahn,Fl_20150413_3525,45530034_45530014.02,2015/4/13,Los1\Bilddaten\28125\16.jpg,7.8,2.446315789,2.45,3.43,0,3.43,1,1.61,3.43,Lu,13.7127425,0,0,0,0,0,0,3.27,0,1,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,5,2,,
3527,Fahrbahn,Fl_20150413_3527,45530034_45530014.02,2015/4/13,Los1\Bilddaten\28125\4.jpg,10.53,1.7925,3.13,2.56,0,3.13,1.61,1.99,3.13,M,10.49937883,1,0,0,0,0,0,2.68,0,1.5,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,5,2,,
3534,Fahrbahn,Fl_20150413_3534,45530014_45530027.02,2015/4/13,Los1\Bilddaten\28126\3.jpg,9.91,2.36481203,2.98,3.32,0,3.65,3.12,3.25,3.65,Ku,16.46095302,5,25,0,0,0,0,3.65,0,2.07,3.5,1,1,,,,,,,0,,,,,,,,,,,0,0,0,6,2,,
3528,Fahrbahn,Fl_20150413_3528,45530014_45530027.02,2015/4/13,Los1\Bilddaten\28126\38.jpg,9.11,3.093875,2.78,4.09,0,4.09,2.62,2.99,4.09,Ku,12.92131455,5,10,0,0,0,0,3.12,0,2.07,2.25,1,1,,,,,,,0,,,,,,,,,,,0,0,0,7,2,,
3533,Fahrbahn,Fl_20150413_3533,45530014_45530027.02,2015/4/13,Los1\Bilddaten\28126\9.jpg,6.17,1.659473684,2.04,2.38,0,3.34,2.22,2.5,3.34,M,14.14714881,5,0,0,0,0,0,3.34,0,2.07,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,5,2,,
3509,Fahrbahn,Fl_20150413_3509,45530021_45530027.02,2015/4/13,Los1\Bilddaten\28127\3.jpg,10.22,3.461846154,3.06,4.46,0,4.46,3.12,3.46,4.46,Ku,12.29426382,5,25,0,0,0,0,3.01,0,2.07,3.5,1,1,,,,,,,0,,,,,,,,,,,0,0,0,7,2,,
2195,Fahrbahn,Fl_20150413_2195,45530021_45530027.02,2015/4/13,Los1\Bilddaten\28127\36.jpg,13.14,2.024,3.79,2.87,0,3.79,1,1.7,3.79,Ku,9.806077875,0,0,0,0,0,0,2.56,0,1,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,6,2,,
2194,Fahrbahn,Fl_20150413_2194,45530021_45530027.02,2015/4/13,Los1\Bilddaten\28127\43.jpg,16.85,3.452222222,4.71,4.45,0,4.71,1.58,2.36,4.71,U,8.825865019,0,5,0,0,0,0,2.38,0,1,1.83,1,1,,,,,,,0,,,,,,,,,,,0,0,0,8,2,,
2192,Fahrbahn,Fl_20150413_2192,45530021_45530027.02,2015/4/13,Los1\Bilddaten\28127\56.jpg,13.71,2.926122449,3.93,3.93,0,3.93,1.58,2.17,3.93,Ku,8.292939095,0,5,0,0,0,0,2.28,0,1,1.83,1,1,,,,,,,0,,,,,,,,,,,0,0,0,6,2,,
2190,Fahrbahn,Fl_20150413_2190,45530021_45530027.02,2015/4/13,Los1\Bilddaten\28127\69.jpg,7.41,3.222888889,2.35,4.22,0,4.22,1,1.81,4.22,Ku,10.55763943,0,0,0,0,0,0,2.69,0,1,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,7,2,,
2211,Fahrbahn,Fl_20150413_2211,45520023_45530021.02,2015/4/13,Los1\Bilddaten\28128\19.jpg,8.96,3.141111111,2.74,4.14,0,4.14,1,1.79,4.14,Ku,10.56382753,0,0,0,0,0,0,2.69,0,1,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,7,2,,
2210,Fahrbahn,Fl_20150413_2210,45520023_45530021.02,2015/4/13,Los1\Bilddaten\28128\25.jpg,9.4,3.271276596,2.85,4.27,0,4.27,1.61,2.27,4.27,Ku,11.88661169,1,0,0,0,0,0,2.93,0,1.5,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,7,2,,
2205,Fahrbahn,Fl_20150413_2205,45520021_45520023.02,2015/4/13,Los1\Bilddaten\28129\22.jpg,9.13,3.00972973,2.78,4.01,0,4.01,1,1.75,4.01,Ku,11.07933517,0,0,0,0,0,0,2.79,0,1,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,7,2,,
3512,Fahrbahn,Fl_20150413_3512,45520021_45520023.02,2015/4/13,Los1\Bilddaten\28129\37.jpg,6.01,2.623782051,2,3.62,0,3.62,1,1.66,3.62,Ku,16.15962609,0,0,0,0,0,0,3.62,0,1,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,6,2,,
3449,Fahrbahn,Fl_20150413_3449,45520028_45520021.01,2015/4/13,Los1\Bilddaten\28130\16.jpg,17.33,5.258108108,4.83,5,0,5,3.24,3.68,5,U,8.415131731,10,10,0,5,0,0,2.3,0,2.79,2.25,1,1.83,,,,,,,0,,,,,,,,,,,0,0,0,8,2,,
3481,Fahrbahn,Fl_20150413_3481,45520027_45520028.01,2015/4/13,Los1\Bilddaten\28131\0.jpg,14.86,4.488333333,4.22,5,0,5,3.9,4.18,5,U,11.85448834,10,40,0,10,0,0,2.93,0,2.79,4.5,1,2.25,,,,,,,0,,,,,,,,,,,0,0,0,8,2,,
3462,Fahrbahn,Fl_20150413_3462,45520027_45520028.01,2015/4/13,Los1\Bilddaten\28131\13.jpg,12.5,4.914827586,3.63,5,0,5,3.22,3.67,5,U,17.68960811,10,15,0,0,0,0,3.77,0,2.79,2.67,1,1,,,,,,,0,,,,,,,,,,,0,0,0,8,2,,
2130,Fahrbahn,Fl_20150413_2130,45520027_45520028.01,2015/4/13,Los1\Bilddaten\28131\19.jpg,10.48,4.454210526,3.12,5,0,5,3.51,3.88,5,U,14.96333399,5,40,0,0,0,0,3.49,0,2.07,4.5,1,1,,,,,,,0,,,,,,,,,,,0,0,0,8,2,,
2129,Fahrbahn,Fl_20150413_2129,45520027_45520028.01,2015/4/13,Los1\Bilddaten\28131\24.jpg,7.75,3.539830508,2.44,4.54,0,4.54,3.43,3.71,4.54,U,16.3923665,0,50,0,0,0,0,3.64,0,1,5,1,1,,,,,,,0,,,,,,,,,,,0,0,0,8,2,,
3473,Fahrbahn,Fl_20150413_3473,45520026_45520027.01,2015/4/13,Los1\Bilddaten\28132\2.jpg,6.86,2.379855072,2.22,3.34,0,3.34,2.39,2.62,3.34,M,10.54444245,0,10,0,10,0,0,2.69,0,1,2.25,1,2.25,,,,,,,0,,,,,,,,,,,0,0,0,5,2,,
